STARTDATE,ENDDATE,CRITICALFLAG,VIOLATIONCODE,VIOLATIONDESC
7/1/2007 0:00,6/30/2008 0:00,N,08B,Garbage receptacles not provided or inadequate. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.    
7/1/2008 0:00,8/1/2009 0:00,N,08B,Garbage receptacles not provided or inadequate. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.    
8/2/2009 0:00,7/25/2010 0:00,N,08B,Garbage receptacles not provided or inadequate. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.    
7/26/2010 0:00,12/31/2099 0:00,N,08B,Covered garbage receptacle not provided or inadequate. except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.    
1/1/1901 0:00,3/23/2003 0:00,N,08C,Hand wash facility not properly maintained. provided with soap and an acceptable hand-drying device.    
3/24/2003 0:00,2/17/2005 0:00,N,08C,Lighting inadequate. Fixture not shielded.    
2/18/2005 0:00,6/30/2007 0:00,N,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.    
7/1/2007 0:00,6/30/2008 0:00,N,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.    
7/1/2008 0:00,8/1/2009 0:00,N,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.    
8/2/2009 0:00,7/25/2010 0:00,N,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.    
7/26/2010 0:00,12/31/2099 0:00,N,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.    
3/24/2003 0:00,2/17/2005 0:00,N,08D,Ventilation system not provided. improperly installed or in disrepair.    
3/24/2003 0:00,2/17/2005 0:00,N,08E,Accurate thermometer not provided in refrigerated or hot holding equipment.    
3/24/2003 0:00,2/17/2005 0:00,N,08F,Equipment not easily movable or sealed to floor. adjoining equipment. adjacent walls or ceiling. Aisle or workspace inadequate.    
3/24/2003 0:00,2/17/2005 0:00,N,08G,Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained.    
3/24/2003 0:00,2/17/2005 0:00,N,08H,Food service operation occurring in room used as living or sleeping quarters.    
3/24/2003 0:00,2/17/2005 0:00,N,08I,Minimum final rinse temperature of 170&#176;F or proper chemical and temperature levels not maintained in manual utensil washing operation.    
3/24/2003 0:00,2/17/2005 0:00,N,08J,Mechanical dishwasher not operated as per manufacturer's specifications (time/temperature/chemical concentration); machine defective.    
3/24/2003 0:00,2/17/2005 0:00,N,08K,Immersion basket not provided. used or of incorrect size. Incorrect manual technique. Test kit and thermometer not provided or used. Improper drying practices.    
3/24/2003 0:00,2/17/2005 0:00,N,08L,Single service item reused. improperly stored. dispensed; not used when required.    
3/24/2003 0:00,2/17/2005 0:00,N,08M,Detail not available in this format.    
1/1/1901 0:00,3/23/2003 0:00,Y,09A,Raw food not properly washed prior to serving.    
3/24/2003 0:00,2/17/2005 0:00,N,09A,Permit not conspicuously displayed.    
2/18/2005 0:00,6/30/2007 0:00,N,09A,Canned food product observed severely dented.    
7/1/2007 0:00,6/30/2008 0:00,N,09A,Canned food product observed severely dented.    
7/1/2008 0:00,8/1/2009 0:00,N,09A,Canned food product observed severely dented.    
8/2/2009 0:00,7/25/2010 0:00,N,09A,Canned food product observed severely dented.    
7/26/2010 0:00,12/31/2099 0:00,N,09A,Canned food product observed dented and not segregated from other consumable food items.    
1/1/1901 0:00,3/23/2003 0:00,N,09B,Thawing procedures improper.    
3/24/2003 0:00,2/17/2005 0:00,N,09B,"Manufacture of frozen dessert not authorized on Food Service Establishment <a    onmouseover=ShowContent('P2' '09B'); return true;""     href=""javascript:ShowContent('P2' '09B')"">permit</a>.""  "
2/18/2005 0:00,6/30/2007 0:00,N,09B,Milk or milk product undated. improperly dated or expired.    
7/1/2007 0:00,6/30/2008 0:00,N,09B,Milk or milk product undated. improperly dated or expired.    
7/1/2008 0:00,8/1/2009 0:00,N,09B,Milk or milk product undated. improperly dated or expired.    
8/2/2009 0:00,7/25/2010 0:00,N,09B,Milk or milk product undated. improperly dated or expired.    
7/26/2010 0:00,12/31/2099 0:00,N,09B,Thawing procedures improper.    
1/1/1901 0:00,3/23/2003 0:00,N,09C,Food not protected from potential source of contamination during storage. preparation. transportation. display or service.    
3/24/2003 0:00,2/17/2005 0:00,N,09C,"Failure of event sponsor to exclude vendor without a current valid <a    onmouseover=ShowContent('P2' '09C'); return true;""     href=""javascript:ShowContent('P2' '09C')"">permit</a> or registration.""  "
2/18/2005 0:00,6/30/2007 0:00,N,09C,Thawing procedures improper.    
7/1/2007 0:00,6/30/2008 0:00,N,09C,Thawing procedures improper.    
7/1/2008 0:00,8/1/2009 0:00,N,09C,Thawing procedures improper.    
8/2/2009 0:00,7/25/2010 0:00,N,09C,Thawing procedures improper.    
7/26/2010 0:00,12/31/2099 0:00,N,09C,Food contact surface not properly maintained.    
1/1/1901 0:00,3/23/2003 0:00,N,09D,Food contact surface not properly maintained or not washed. rinsed and sanitized after each use and following any activity when contamination may have occurred.    
3/24/2003 0:00,2/17/2005 0:00,N,09D,&quot;Choking first aid&quot; poster not posted.    
2/18/2005 0:00,6/30/2007 0:00,N,09D,Food contact surface not properly maintained.    
7/1/2007 0:00,6/30/2008 0:00,N,09D,Food contact surface not properly maintained.    
7/1/2008 0:00,8/1/2009 0:00,N,09D,Food contact surface not properly maintained.    
8/2/2009 0:00,7/25/2010 0:00,N,09D,Food contact surface not properly maintained.    
1/1/1901 0:00,3/23/2003 0:00,N,09E,Sanitized equipment or utensil. including in-use food dispensing utensil. improperly used or stored.    
3/24/2003 0:00,2/17/2005 0:00,N,09E,&quot;Alcohol and pregnancy&quot; warning sign not posted.    
1/1/1901 0:00,3/23/2003 0:00,N,09F,Wiping cloths dirty or not stored in sanitizing solution.    
3/24/2003 0:00,2/17/2005 0:00,N,09F,&quot;Wash hands&quot; sign not posted at hand wash facility.    
1/1/1901 0:00,3/23/2003 0:00,N,09G,Acceptable facilities to wash rinse and sanitize utensils not provided.    
3/24/2003 0:00,2/17/2005 0:00,N,09G,Resuscitation equipment: exhaled air resuscitation masks (adult &amp; pediatric). latex gloves. sign not posted.    
1/1/1901 0:00,3/23/2003 0:00,N,09H,Unprotected food re-served.    
3/24/2003 0:00,2/17/2005 0:00,N,09H,Inspection report sign not posted.    
1/1/1901 0:00,3/23/2003 0:00,N,10A,"<a    onmouseover=ShowContent('V1' '10A'); return true;""     href=""javascript:ShowContent('V1' '10A')"">Vermin</a> or other live animal present in non-food area.""  "
2/18/2005 0:00,6/30/2007 0:00,N,10A,Toilet facility not maintained and provided with toilet paper. waste receptacle and self-closing door.    
7/1/2007 0:00,6/30/2008 0:00,N,10A,Toilet facility not maintained and provided with toilet paper. waste receptacle and self-closing door.    
7/1/2008 0:00,8/1/2009 0:00,N,10A,Toilet facility not maintained and provided with toilet paper. waste receptacle and self-closing door.    
8/2/2009 0:00,7/25/2010 0:00,N,10A,Toilet facility not maintained and provided with toilet paper. waste receptacle and self-closing door.    
7/26/2010 0:00,12/31/2099 0:00,N,10A,Toilet facility not maintained and provided with toilet paper. waste receptacle and self-closing door.    
1/1/1901 0:00,3/23/2003 0:00,N,10B,Facility not vermin proof. Harborage or conditions conducive to vermin exist.    
2/18/2005 0:00,6/30/2007 0:00,N,10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; <a    onmouseover=ShowContent('S1' '10B'); return true;""     href=""javascript:ShowContent('S1' '10B')"">sewage</a> disposal system in disrepair or not functioning properly.""  "
7/1/2007 0:00,6/30/2008 0:00,N,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.    
7/1/2008 0:00,8/1/2009 0:00,N,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.    
8/2/2009 0:00,7/25/2010 0:00,N,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.    
7/26/2010 0:00,12/31/2099 0:00,N,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.    
1/1/1901 0:00,3/23/2003 0:00,N,10C,Garbage receptacles not provided or inadequate. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.    
2/18/2005 0:00,6/30/2007 0:00,N,10C,Lighting inadequate. Fixture not shielded.    
7/1/2007 0:00,6/30/2008 0:00,N,10C,Lighting inadequate. Bulb not shielded or shatterproof.    
7/1/2008 0:00,8/1/2009 0:00,N,10C,Lighting inadequate. Bulb not shielded or shatterproof.    
8/2/2009 0:00,7/25/2010 0:00,N,10C,Lighting inadequate. Bulb not shielded or shatterproof.    
7/26/2010 0:00,12/31/2099 0:00,N,10C,Lighting inadequate; permanent lighting not provided in food preparation areas. ware washing areas. and storage rooms.    
1/1/1901 0:00,3/23/2003 0:00,N,10D,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.    
2/18/2005 0:00,6/30/2007 0:00,N,10D,Ventilation system not provided. improperly installed or in disrepair.    
7/1/2007 0:00,6/30/2008 0:00,N,10D,Ventilation system not provided. improperly installed or in disrepair.    
7/1/2008 0:00,8/1/2009 0:00,N,10D,Ventilation system not provided. improperly installed or in disrepair.    
8/2/2009 0:00,7/25/2010 0:00,N,10D,Ventilation system not provided. improperly installed or in disrepair.    
7/26/2010 0:00,12/31/2099 0:00,N,10D,Mechanical or natural ventilation system not provided. improperly installed. in disrepair and/or fails to prevent excessive build-up of grease. heat. steam condensation vapors. odors. smoke. and fumes.    
2/18/2005 0:00,6/30/2007 0:00,N,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.    
7/1/2007 0:00,6/30/2008 0:00,N,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.    
7/1/2008 0:00,8/1/2009 0:00,N,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.    
8/2/2009 0:00,7/25/2010 0:00,N,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.    
7/26/2010 0:00,12/31/2099 0:00,N,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.    
2/18/2005 0:00,6/30/2007 0:00,N,10F,Equipment not easily movable or sealed to floor. adjoining equipment. adjacent walls or ceiling. Aisle or workspace inadequate.    
7/1/2007 0:00,6/30/2008 0:00,N,10F,Equipment not easily movable or sealed to floor. adjoining equipment. adjacent walls or ceiling. Aisle or workspace inadequate.    
7/1/2008 0:00,8/1/2009 0:00,N,10F,Equipment not easily movable or sealed to floor. adjoining equipment. adjacent walls or ceiling. Aisle or workspace inadequate.    
8/2/2009 0:00,7/25/2010 0:00,N,10F,Equipment not easily movable or sealed to floor. adjoining equipment. adjacent walls or ceiling. Aisle or workspace inadequate.    
7/26/2010 0:00,12/31/2099 0:00,N,10F,Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed. raised. spaced or movable to allow accessibility for cleaning on all sides. above and underneath the unit.    
2/18/2005 0:00,6/30/2007 0:00,N,10G,Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained.    
7/1/2007 0:00,6/30/2008 0:00,N,10G,Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained.    
7/1/2008 0:00,8/1/2009 0:00,N,10G,Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained.    
8/2/2009 0:00,7/25/2010 0:00,N,10G,Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained.    
7/26/2010 0:00,12/31/2099 0:00,N,10G,Food service operation occurring in room used as living or sleeping quarters.    
2/18/2005 0:00,6/30/2007 0:00,N,10H,Food service operation occurring in room used as living or sleeping quarters.    
7/1/2007 0:00,6/30/2008 0:00,N,10H,Food service operation occurring in room used as living or sleeping quarters.    
7/1/2008 0:00,8/1/2009 0:00,N,10H,Food service operation occurring in room used as living or sleeping quarters.    
8/2/2009 0:00,7/25/2010 0:00,N,10H,Food service operation occurring in room used as living or sleeping quarters.    
7/26/2010 0:00,12/31/2099 0:00,N,10H,Proper sanitization not provided for utensil ware washing operation.    
2/18/2005 0:00,6/30/2007 0:00,N,10I,Minimum final rinse temperature of 170&#176;F or proper chemical and temperature levels not maintained in manual utensil washing operation.    
7/1/2007 0:00,6/30/2008 0:00,N,10I,Minimum final rinse temperature of 170°F or proper chemical and temperature levels not maintained in manual utensil washing operation.    
7/1/2008 0:00,8/1/2009 0:00,N,10I,Minimum final rinse temperature of 170°F or proper chemical and temperature levels not maintained in manual utensil washing operation.    
8/2/2009 0:00,7/25/2010 0:00,N,10I,Minimum final rinse temperature of 170°F or proper chemical and temperature levels not maintained in manual utensil washing operation.    
7/26/2010 0:00,12/31/2099 0:00,N,10I,Single service item reused. improperly stored. dispensed; not used when required.    
2/18/2005 0:00,6/30/2007 0:00,N,10J,Mechanical dishwasher not operated as per manufacturer's specifications (time/temperature/chemical concentration); machine defective.    
7/1/2007 0:00,6/30/2008 0:00,N,10J,Mechanical dishwasher not operated as per manufacturer's specifications (time/temperature/chemical concentration); machine defective.    
7/1/2008 0:00,8/1/2009 0:00,N,10J,Mechanical dishwasher not operated as per manufacturer's specifications (time/temperature/chemical concentration); machine defective.    
8/2/2009 0:00,7/25/2010 0:00,N,10J,Mechanical dishwasher not operated as per manufacturer's specifications (time/temperature/chemical concentration); machine defective.    
7/26/2010 0:00,12/31/2099 0:00,N,10J,"""Wash hands” sign not posted at hand wash facility.    "
2/18/2005 0:00,6/30/2007 0:00,N,10K,Immersion basket not provided. used or of incorrect size. Incorrect manual technique. Test kit and thermometer not provided or used. Improper drying practices.    
7/1/2007 0:00,6/30/2008 0:00,N,10K,Immersion basket not provided. used or of incorrect size. Incorrect manual technique. Test kit and thermometer not provided or used. Improper drying practices.    
7/1/2008 0:00,8/1/2009 0:00,N,10K,Immersion basket not provided. used or of incorrect size. Incorrect manual technique. Test kit and thermometer not provided or used. Improper drying practices.    
8/2/2009 0:00,7/25/2010 0:00,N,10K,Immersion basket not provided. used or of incorrect size. Incorrect manual technique. Test kit and thermometer not provided or used. Improper drying practices.    
2/18/2005 0:00,6/30/2007 0:00,N,10L,Single service item reused. improperly stored. dispensed; not used when required.    
7/1/2007 0:00,6/30/2008 0:00,N,10L,Single service item reused. improperly stored. dispensed; not used when required.    
7/1/2008 0:00,8/1/2009 0:00,N,10L,Single service item reused. improperly stored. dispensed; not used when required.    
8/2/2009 0:00,7/25/2010 0:00,N,10L,Single service item reused. improperly stored. dispensed; not used when required.    
8/2/2009 0:00,7/25/2010 0:00,N,10M,"Wash Hands"" sign not posted at hand wash facility""    "
1/1/1901 0:00,3/23/2003 0:00,N,11A,Permit or license not conspicuously displayed.    
2/18/2005 0:00,6/30/2007 0:00,N,11A,Permit not conspicuously displayed.    
7/1/2007 0:00,6/30/2008 0:00,N,11A,Permit not conspicuously displayed.    
7/1/2008 0:00,8/1/2009 0:00,N,11A,Permit not conspicuously displayed.    
1/1/1901 0:00,3/23/2003 0:00,N,11B,"Manufacture of frozen dessert not authorized on Food Service Establishment <a    onmouseover=ShowContent('P2' '11B'); return true;""     href=""javascript:ShowContent('P2' '11B')"">permit</a>.""  "
2/18/2005 0:00,6/30/2007 0:00,N,11B,"Manufacture of frozen dessert not authorized on Food Service Establishment <a    onmouseover=ShowContent('P2' '11B'); return true;""     href=""javascript:ShowContent('P2' '11B')"">permit</a>.""  "
7/1/2007 0:00,6/30/2008 0:00,N,11B,Manufacture of frozen dessert not authorized on Food Service Establishment permit.    
7/1/2008 0:00,8/1/2009 0:00,N,11B,Manufacture of frozen dessert not authorized on Food Service Establishment permit.    
1/1/1901 0:00,3/23/2003 0:00,N,11C,"Failure of event sponsor to exclude vendor without a current valid <a    onmouseover=ShowContent('P2' '11C'); return true;""     href=""javascript:ShowContent('P2' '11C')"">permit</a> or registration.""  "
2/18/2005 0:00,6/30/2007 0:00,N,11C,"Failure of event sponsor to exclude vendor without a current valid <a    onmouseover=ShowContent('P2' '11C'); return true;""     href=""javascript:ShowContent('P2' '11C')"">permit</a> or registration.""  "
7/1/2007 0:00,6/30/2008 0:00,N,11C,Failure of event sponsor to exclude vendor without a current valid permit or registration.    
7/1/2008 0:00,8/1/2009 0:00,N,11C,Failure of event sponsor to exclude vendor without a current valid permit or registration.    
2/18/2005 0:00,6/30/2007 0:00,N,11D,"Choking first aid"" poster not posted.""Alcohol and Pregnancy"" Warning sign not posted. ""Wash hands"" sign not posted at hand wash facility. Resuscitation equipment: exhaled air resuscitation masks(adult & pediatric)  latex gloves  sign not posted. Inspection report sign not posted.""  "
7/1/2007 0:00,6/30/2008 0:00,N,11D,"Choking first aid"" poster not posted.""Alcohol and Pregnancy"" Warning sign not posted. ""Wash hands"" sign not posted at hand wash facility. Resuscitation equipment: exhaled air resuscitation masks(adult & pediatric)  latex gloves  sign not posted. Inspection report sign not posted.""  "
7/1/2008 0:00,8/1/2009 0:00,N,11D,"Choking first aid"" poster not posted.""Alcohol and Pregnancy"" Warning sign not posted. ""Wash hands"" sign not posted at hand wash facility. Resuscitation equipment: exhaled air resuscitation masks(adult & pediatric)  latex gloves  sign not posted. Inspection report sign not posted.""  "
1/1/1901 0:00,3/23/2003 0:00,N,12A,Toilet facility not maintained and provided with toilet paper. waste receptacle and self-closing door.    
2/18/2005 0:00,6/30/2007 0:00,N,12A,General    
7/1/2007 0:00,6/30/2008 0:00,N,12A,Other general violation.    
7/1/2008 0:00,8/1/2009 0:00,N,12A,Other general violation.    
8/2/2009 0:00,7/25/2010 0:00,N,12A,ROP processing equipment not approved by DOHMH    
1/1/1901 0:00,3/23/2003 0:00,N,12B,"Plumbing not properly installed or maintained; antisiphonage or backflow prevention device not provided where required; equipment or floor not properly drained; <a    onmouseover=ShowContent('S1' '12B'); return true;""     href=""javascript:ShowContent('S1' '12B')"">sewage</a> disposal system in disrepair or not functioning properly.""  "
1/1/1901 0:00,3/23/2003 0:00,N,12C,Lighting inadequate. Fixture not shielded.    
1/1/1901 0:00,3/23/2003 0:00,N,12D,Ventilation system not provided. improperly installed or in disrepair.    
1/1/1901 0:00,3/23/2003 0:00,N,12E,Accurate thermometer not provided in refrigerated or hot holding equipment.    
1/1/1901 0:00,3/23/2003 0:00,N,12F,Equipment not easily movable or sealed to floor. adjoining equipment. adjacent walls or ceiling. Aisle or workspace inadequate.    
1/1/1901 0:00,3/23/2003 0:00,N,12G,Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained.    
1/1/1901 0:00,3/23/2003 0:00,N,12H,Food service operation occurring in room used as living or sleeping quarters.    
1/1/1901 0:00,3/23/2003 0:00,N,13A,Minimum final rinse temperature of 170&#176;F or proper chemical and temperature levels not maintained in manual utensil washing operation.    
1/1/1901 0:00,3/23/2003 0:00,N,13B,Mechanical dishwasher not operated as per manufacturer's specifications (time/temperature/chemical concentration); machine defective.    
1/1/1901 0:00,3/23/2003 0:00,N,13C,Immersion basket not provided. used or of incorrect size. Incorrect manual technique. Test kit and thermometer not provided or used. Improper drying practices.    
1/1/1901 0:00,3/23/2003 0:00,N,13D,Single service item reused. improperly stored. dispensed; not used when required.    
1/1/1901 0:00,3/23/2003 0:00,N,13E,Detail not available in this format.    
1/1/1901 0:00,3/23/2003 0:00,N,14A,&quot;Choking first aid&quot; poster not posted.    
1/1/1901 0:00,3/23/2003 0:00,N,14B,&quot;Alcohol and pregnancy&quot; warning sign not posted.    
1/1/1901 0:00,3/23/2003 0:00,N,14C,&quot;Wash hands&quot; sign not posted at hand wash facility.    
1/1/1901 0:00,3/23/2003 0:00,N,14D,Resuscitation equipment: exhaled air resuscitation masks (adult &amp; pediatric). latex gloves. sign not posted.    
1/1/1901 0:00,3/23/2003 0:00,N,14E,Inspection report sign not posted.    
1/1/1901 0:00,3/23/2003 0:00,N,15A,Tobacco vending machine present where prohibited.    
3/24/2003 0:00,2/17/2005 0:00,N,15A,Tobacco vending machine present where prohibited.    
2/18/2005 0:00,6/30/2007 0:00,N,15A,Tobacco vending machine present where prohibited.    
7/1/2007 0:00,6/30/2008 0:00,N,15A,Tobacco vending machine present where prohibited.    
7/1/2008 0:00,8/1/2009 0:00,N,15A,Tobacco vending machine present where prohibited.    
8/2/2009 0:00,7/25/2010 0:00,N,15A,Tobacco vending machine present where prohibited.    
7/26/2010 0:00,12/31/2099 0:00,N,15A,Tobacco vending machine present where prohibited.    
1/1/1901 0:00,3/23/2003 0:00,N,15B,Tobacco vending machine placed less than 25' from entrance to premises.    
3/24/2003 0:00,2/17/2005 0:00,N,15B,Tobacco vending machine placed less than 25' from entrance to premises.    
2/18/2005 0:00,6/30/2007 0:00,N,15B,Tobacco vending machine place less than 25' from entrance to premises.    
7/1/2007 0:00,6/30/2008 0:00,N,15B,Tobacco vending machine place less than 25' from entrance to premises.    
7/1/2008 0:00,8/1/2009 0:00,N,15B,Tobacco vending machine place less than 25' from entrance to premises.    
8/2/2009 0:00,7/25/2010 0:00,N,15B,Tobacco vending machine placed less than 25 feet from entrance to premises.    
7/26/2010 0:00,12/31/2099 0:00,N,15B,Tobacco vending machine placed less than 25 feet from entrance to premises.    
1/1/1901 0:00,3/23/2003 0:00,N,15C,Tobacco vending machine not visible to the operator. employee or agent.    
3/24/2003 0:00,2/17/2005 0:00,N,15C,Tobacco vending machine not visible to the operator. employee or agent.    
2/18/2005 0:00,6/30/2007 0:00,N,15C,Tobacco vending machine not visible to the operator. employee or agent.    
7/1/2007 0:00,6/30/2008 0:00,N,15C,Tobacco vending machine not visible to the operator. employee or agent.    
7/1/2008 0:00,8/1/2009 0:00,N,15C,Tobacco vending machine not visible to the operator. employee or agent.    
8/2/2009 0:00,7/25/2010 0:00,N,15C,Tobacco vending machine not visible to the operator. employee or agent.    
7/26/2010 0:00,12/31/2099 0:00,N,15C,Tobacco vending machine not visible to the operator. employee or agent.    
1/1/1901 0:00,3/23/2003 0:00,N,15D,Durable sign with license number. expiration date. and address and phone number not posted.    
3/24/2003 0:00,2/17/2005 0:00,N,15D,Durable sign with license number. expiration date. and address and phone number not posted.    
2/18/2005 0:00,6/30/2007 0:00,N,15D,Durable sign with license number. expiration date. and address and phone number not posted.    
7/1/2007 0:00,6/30/2008 0:00,N,15D,Durable sign with license number. expiration date. and address and phone number not posted.    
7/1/2008 0:00,8/1/2009 0:00,N,15D,Durable sign with license number. expiration date. and address and phone number not posted.    
8/2/2009 0:00,7/25/2010 0:00,N,15D,Durable sign with license number. expiration date. and address and phone number not posted.    
7/26/2010 0:00,12/31/2099 0:00,N,15D,Durable sign with license number. expiration date. and address and phone number not posted.    
1/1/1901 0:00,3/23/2003 0:00,N,15E,Out-of package sale observed.    
3/24/2003 0:00,2/17/2005 0:00,N,15E,Out-of package sale observed.    
2/18/2005 0:00,6/30/2007 0:00,N,15E,Out-of package sale observed.    
7/1/2007 0:00,6/30/2008 0:00,N,15E,Out-of package sale observed.    
7/1/2008 0:00,8/1/2009 0:00,N,15E,Out-of package sale observed.    
8/2/2009 0:00,7/25/2010 0:00,N,15E,Out-of package sale of tabacco products observed.    
7/26/2010 0:00,12/31/2099 0:00,N,15E,Out-of package sale of tobacco products observed.    
1/1/1901 0:00,3/23/2003 0:00,N,15F,Age restriction on handling not enforced.    
3/24/2003 0:00,2/17/2005 0:00,N,15F,Age restriction on handling not enforced.    
2/18/2005 0:00,6/30/2007 0:00,N,15F,Age restriction on handling not enforced.    
7/1/2007 0:00,6/30/2008 0:00,N,15F,Age restriction on handling not enforced.    
7/1/2008 0:00,8/1/2009 0:00,N,15F,Age restriction on handling not enforced.    
8/2/2009 0:00,7/25/2010 0:00,N,15F,Employee under age of 18 selling tobacco products without direct supervision of an adult retail dealer or dealer    
7/26/2010 0:00,12/31/2099 0:00,N,15F,Employee under the age of 18 selling tobacco products without direct supervision of an adult retail dealer or dealer.    
1/1/1901 0:00,3/23/2003 0:00,N,15G,Sale to minor observed.    
3/24/2003 0:00,2/17/2005 0:00,N,15G,Sale to minor observed.    
2/18/2005 0:00,6/30/2007 0:00,N,15G,Sale to minor observed.    
7/1/2007 0:00,6/30/2008 0:00,N,15G,Sale to minor observed.    
7/1/2008 0:00,8/1/2009 0:00,N,15G,Sale to minor observed.    
8/2/2009 0:00,7/25/2010 0:00,N,15G,Sale to minor observed.    
7/26/2010 0:00,12/31/2099 0:00,N,15G,Sale to minor observed.    
1/1/1901 0:00,3/23/2003 0:00,N,15H,Sign prohibiting sale of tobacco products to minors not conspicuously posted.    
3/24/2003 0:00,2/17/2005 0:00,N,15H,Sign prohibiting sale of tobacco products to minors not conspicuously posted.    
2/18/2005 0:00,6/30/2007 0:00,N,15H,Sign prohibiting sale of tobacco products to minors not conspicuously posted.    
7/1/2007 0:00,6/30/2008 0:00,N,15H,Sign prohibiting sale of tobacco products to minors not conspicuously posted.    
7/1/2008 0:00,8/1/2009 0:00,N,15H,Sign prohibiting sale of tobacco products to minors not conspicuously posted.    
8/2/2009 0:00,7/25/2010 0:00,N,15H,Sign prohibiting sale of tobacco products to minors not conspicuously posted.    
7/26/2010 0:00,12/31/2099 0:00,N,15H,Sign prohibiting sale of tobacco products to minors not conspicuously posted.    
1/1/1901 0:00,3/23/2003 0:00,N,15I,&quot;Smoking Permitted&quot; and/or &quot;No Smoking&quot; sign not conspicuously posted. Health warning not present on &quot;Smoking Permitted&quot; sign.    
3/24/2003 0:00,2/17/2005 0:00,N,15I,&quot;Smoking Permitted&quot; and/or &quot;No Smoking&quot; sign not conspicuously posted. Health warning not present on &quot;Smoking Permitted&quot; sign.    
2/18/2005 0:00,6/30/2007 0:00,N,15I,&quot;Smoking Permitted&quot; and/or &quot;No Smoking&quot; sign not conspicuously posted. Health warning not present on &quot;Smoking Permitted&quot; sign.    
7/1/2007 0:00,6/30/2008 0:00,N,15I,"Smoking Permitted"" and/or ""No Smoking"" sign not conspicuously posted. Health warning not present on ""Smoking Permitted"" sign.""    "
7/1/2008 0:00,8/1/2009 0:00,N,15I,"Smoking Permitted"" and/or ""No Smoking"" sign not conspicuously posted. Health warning not present on ""Smoking Permitted"" sign.""    "
8/2/2009 0:00,7/25/2010 0:00,N,15I,"Smoking Permitted"" and/or ""No Smoking"" sign not conspicuously posted. Health warning not present on ""Smoking Permitted"" sign.""    "
7/26/2010 0:00,12/31/2099 0:00,N,15I,"""No Smoking” and/or 'Smoking Permitted” sign not conspicuously posted. Health warning not present on 'Smoking Permitted”    "
1/1/1901 0:00,3/23/2003 0:00,N,15J,Ashtray present in smoke-free area.    
3/24/2003 0:00,2/17/2005 0:00,N,15J,Ashtray present in smoke-free area.    
2/18/2005 0:00,6/30/2007 0:00,N,15J,Ashtray present in smoke-free area.    
7/1/2007 0:00,6/30/2008 0:00,N,15J,Ashtray present in smoke-free area.    
7/1/2008 0:00,8/1/2009 0:00,N,15J,Ashtray present in smoke-free area.    
8/2/2009 0:00,7/25/2010 0:00,N,15J,Ashtray present in smoke-free area.    
7/26/2010 0:00,12/31/2099 0:00,N,15J,Ashtray present in smoke-free area.    
1/1/1901 0:00,3/23/2003 0:00,N,15K,Failure to make good faith effort to inform violator.  Violations points are not assessed for Smoke Free Air Act. trans fat. calorie posting or permit and poster violations.    
3/24/2003 0:00,2/17/2005 0:00,N,15K,Failure to make good faith effort to inform violator.  Violations points are not assessed for Smoke Free Air Act. trans fat. calorie posting or permit and poster violations.    
